artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,genres
Eddie Van Halen,0.0301,0.353,0.52,0.788,0.134,-9.344,0.0275,167.794,0.0628,33,7,0,[]
Eddie Vedder,0.496634783,0.484913043,0.537347826,0.104411738,0.140347826,-9.195043478,0.034143478,120.7730435,0.516513043,55.47826087,5,1,"['permanent wave', 'post-grunge', 'rock']"
Eddy Arnold,0.86652,0.45956,0.24184,0.000282618,0.147124,-13.69452,0.030624,111.46956,0.4636,24.4,9,1,"['adult standards', 'nashville sound', 'traditional country', 'yodeling']"
Eddy Herrera,0.2345,0.7476,0.8048,8.82E-05,0.18652,-7.347,0.04244,135.1066,0.8746,51.8,2,1,"['dominican pop', 'latin', 'panamanian pop', 'tropical']"
Eddy Lover,0.27525,0.6555,0.78225,0,0.2235,-5.57675,0.037175,112.6255,0.42025,60,9,0,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']"
Eddy Mitchell,0.252,0.585,0.573,0.0014816,0.1825,-10.4885,0.03045,97.3095,0.765,48.5,3,1,"['chanson', 'french pop']"
Eddy Raven,0.1871,0.830333333,0.516333333,3.68E-06,0.065233333,-12.96566667,0.035966667,115.8296667,0.924666667,33.66666667,9,1,"['classic country pop', 'country', 'country rock']"
Ede Marietti Gandolfo,0.975,0.509,0.3245,0.003118205,0.363,-13.452,0.154,82.14,0.2995,1,5,1,[]
Eden Ahbez,0.919,0.5025,0.24515,0.216624547,0.156858333,-16.352,0.037558333,110.8101667,0.380875,25.16666667,7,1,"['exotica', 'lounge', 'moog', 'outsider', 'space age pop']"
Eden Duncan-Smith,0.0452,0.736,0.841,0.0105,0.03,-5.352,0.0928,163.912,0.836,56,9,1,[]
Eden James,0.092178167,0.4915,0.694333333,6.55E-05,0.25,-6.68,0.0583,125.332,0.466333333,38.66666667,9,1,[]
Eden Project,0.4965,0.537,0.5335,0,0.4915,-7.1915,0.07155,114.469,0.256,58.5,11,0,"['indie poptimism', 'modern rock', 'pop']"
Eden Riegel,0.728,0.229,0.177,0.0115,0.133,-16.679,0.0402,137.681,0.0937,52,4,0,['movie tunes']
Eder Quartet,0.946875,0.175,0.0512,0.69485,0.1175125,-24.053375,0.0471125,91.967875,0.1133375,40.625,5,1,['string quartet']
Edgar Allan Poe,0.2209275,0.60625,0.0857,0,0.1625,-27.4465,0.706,111.31875,0.3595,0,7,1,[]
Edgar Fletcher,0.00599,0.883,0.641,0,0.115,-5.619,0.197,76.995,0.256,45,1,1,[]
Edgar Froese,0.656,0.565,0.589,0.902,0.108,-14.316,0.0447,178.58,0.289,31,6,1,"['ambient', 'berlin school', 'krautrock']"
Edgar Joel,0.4625,0.6345,0.7415,7.75E-05,0.104,-8.508,0.03375,164.432,0.8665,53,2,1,"['salsa', 'tropical']"
Edgar Leslie,0.961,0.23,0.281,0.00239,0.418,-9.939,0.0309,91.315,0.163,0,9,1,['anglican liturgy']
Edgar Meyer,0.937,0.2246,0.14895,0.6025,0.14395,-23.4655,0.04065,96.01675,0.136425,23.5,2,1,"['contrabass', 'progressive bluegrass']"
Edgar Winter,0.557,0.413,0.536,0.039879,0.5162,-11.4322,0.05828,120.8864,0.5812,27.1,0,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'soft rock']"
Edgar Winter's White Trash,0.2,0.441,0.682,5.49E-05,0.0798,-10.078,0.0427,167.759,0.732,22,11,0,['blues rock']
Edgardo Donato Y Sus Muchachos,0.9945,0.7475,0.1385,0.541,0.2245,-16.485,0.2155,133.8575,0.739,0,7,1,['orquesta tipica']
Edguy,0.0262,0.481,0.878,0.00211,0.282,-4.734,0.0552,136.534,0.401,50,0,0,"['german metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']"
Edie Brickell,0.44,0.562,0.314,1.10E-05,0.106,-15.213,0.0298,166.847,0.571,34,10,0,"['folk', 'lilith', 'new wave pop', 'pop rock']"
Edie Brickell & New Bohemians,0.5492,0.66,0.51769,4.98E-05,0.11159,-12.9901,0.0398,118.4094,0.5412,35.3,11,1,"['folk', 'lilith', 'new wave pop', 'pop rock']"
Edie Cowan,0.922,0.609,0.309,4.73E-05,0.0929,-12.515,0.09,138.646,0.573,38,8,1,[]
Edison Denisov,0.622,0.443,0.127,0.23,0.692,-24.033,0.0952,134.982,0.109,0,8,1,"['contemporary classical', 'russian contemporary classical', 'russian modern classical']"
Edison Lighthouse,0.2458,0.569,0.767333333,0,0.142833333,-6.768,0.029966667,111.9256667,0.716,46.33333333,9,1,['bubblegum pop']
Edith Adams,0.860666667,0.420777778,0.263444444,0.003344568,0.172,-13.74655556,0.055333333,125.1497778,0.416888889,8.111111111,5,1,[]
Edith Lienbacher,0.963,0.162,0.134,0.875,0.0975,-17.593,0.0428,70.763,0.0953,44,4,1,[]
Edith Mathis,0.991,0.218,0.0625,1.82E-05,0.427,-22.482,0.0463,79.981,0.0826,52,10,1,"['classical performance', 'classical soprano', 'opera']"
Edith Márquez,0.109828571,0.599857143,0.527,5.29E-07,0.162971429,-7.193428571,0.033314286,121.8155714,0.413,53.42857143,0,1,"['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera']"
Edith Sitwell,0.878357143,0.538928571,0.202707143,0.017071572,0.146371429,-20.11821429,0.231471429,95.73042857,0.604071429,0,5,1,['poetry']
Editors,0.00052,0.173,0.872,0.0353,0.324,-4.39,0.0533,149.361,0.39,60,7,0,"['britpop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']"
Edmee,0.42995,0.558,0.6285,0.00212,0.218,-7.348,0.0384,144.8595,0.2705,42,11,0,[]
Edmond Roze,0.855,0.738,0.274,0,0.102,-10.586,0.429,81.416,0.712,0,5,1,[]
Edmund Gruber,0.932,0.5065,0.4785,5.58E-06,0.202,-12.614,0.0415,119.618,0.6515,9,2,0,[]
Edmund Kurtz,0.968,0.24725,0.17675,0.8765,0.186,-16.458,0.034425,108.51575,0.2,0,7,1,[]
Edmund Lyndeck,0.90275,0.39675,0.35125,0.0353627,0.15675,-12.41925,0.096125,117.992,0.323,25.75,7,1,[]
Edmundo Ros,0.897,0.732,0.848,0.917,0.0958,-8.495,0.0792,173.027,0.933,0,7,1,"['ballroom', 'easy listening']"
Edmée Favart,0.991,0.783,0.341,0,0.589,-14.903,0.873,121.287,0.803,0,2,1,[]
Edmée Louin,0.99,0.42,0.0108,0.251,0.111,-22.356,0.0692,96.072,0.129,0,1,1,[]
Edna St. Vincent Millay,0.9824,0.628,0.17278,0.3476442,0.165,-18.015,0.8684,103.3602,0.5058,3,7,1,['poetry']
Edoardo Bennato,0.86,0.403,0.486,2.70E-05,0.135,-8.758,0.0469,134.36,0.3,52,4,1,"[""canzone d'autore"", 'classic italian pop', 'italian pop']"
Edoardo Di Capua,0.921,0.173,0.3815,0.033875,0.1975,-9.2955,0.0332,90.7655,0.255,8,7,1,[]
Edoardo Vianello,0.601,0.5765,0.63525,8.33E-06,0.13765,-6.73075,0.07625,122.01675,0.7605,30.5,7,1,"['classic italian pop', 'italian pop']"
Edouard Bervily,0.993,0.363,0.167,1.76E-06,0.307,-13.533,0.0417,111.967,0.201,0,3,1,[]
Edouart Delmont,0.981,0.468,0.523,0.00587,0.167,-13.049,0.731,89.255,0.56,0,3,1,[]
Edu Da Gaita,0.894,0.438333333,0.444,0.09372,0.103133333,-10.84266667,0.053266667,97.879,0.622,0,9,1,[]
Edu Lobo,0.161,0.656,0.585,4.01E-05,0.161,-14.124,0.0337,138.23,0.888,20,0,1,"['bossa nova', 'brazilian composition', 'choro', 'forro', 'mpb', 'samba', 'velha guarda']"
Eduard Kandl,0.9815,0.6245,0.1605,8.28E-05,0.3125,-16.669,0.618,85.2295,0.4145,0,7,1,[]
Eduard Khil,0.912,0.672333333,0.254,0.0001303,0.129,-15.96166667,0.154633333,132.6226667,0.811666667,26,6,0,"['classic russian pop', 'russian folk']"
Eduard Künneke,0.9815,0.322,0.3645,0.0116155,0.2345,-8.761,0.04815,124.854,0.2695,0,11,1,"['german opera', 'operetta']"
Eduard Marks,0.984,0.217,0.138,0.03105,0.1865,-16.8375,0.03955,76.966,0.08465,0,10,1,[]
Eduard van Beinum,0.949814433,0.269078351,0.187194021,0.751621443,0.188573196,-19.89150515,0.044151546,101.2673711,0.177459794,0.154639175,2,1,"['historic orchestral performance', 'orchestral performance']"
Eduardo Adrian,0.978982456,0.571508772,0.204266667,0.71425614,0.129082456,-12.233,0.107712281,128.2563333,0.676912281,0.035087719,9,1,['vintage tango']
Eduardo Capetillo,0.0956,0.499,0.733,0,0.325,-4.547,0.0349,144.966,0.42,42,2,1,[]
Eduardo Falú,0.954,0.475,0.283,0.00142,0.268,-13.63,0.0389,98.849,0.481,29,8,0,"['folklore argentino', 'guitarra argentina']"
Eduardo Gatti,0.769,0.58,0.119,0.00485,0.102,-22.644,0.0377,158.693,0.535,53,11,0,"['andean', 'chilean rock', 'nueva cancion', 'trova']"
Eduardo di Capua,0.985,0.322666667,0.264666667,0.096566667,0.2076,-11.722,0.040433333,91.402,0.335333333,0,7,1,"['canzone napoletana', 'post-romantic era']"
Edvard Grieg,0.971051282,0.287682051,0.098442821,0.746830769,0.139487179,-21.62889744,0.043248718,96.12805128,0.112958974,21.53846154,7,1,"['classical', 'late romantic era', 'norwegian classical']"
Edward Bear,0.403,0.554,0.62,0,0.128,-8.13,0.0456,128.854,0.791,39,6,1,"['bubblegum pop', 'classic canadian rock']"
Edward Brewer,0.931,0.211,0.062,0.676,0.103,-26.073,0.0428,86.714,0.118,35,3,1,[]
Edward Carroll,0.848,0.294,0.13,0.0478,0.23,-14.47,0.0408,77.571,0.346,0,0,1,[]
Edward Elgar,0.904043478,0.213254348,0.199576957,0.711075326,0.154826087,-19.51147826,0.043230435,99.63497826,0.19221087,6.456521739,0,1,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']"
Edward Isidor Bergman,0.987,0.413,0.218,0.913,0.0996,-12.858,0.0307,78.534,0.381,8,1,1,[]
Edward M. Read,0.299,0.538,0.276,0.00013,0.0922,-13.318,0.033,91.718,0.152,0,9,1,[]
Edward Maya,0.031866667,0.777,0.762666667,0.016866667,0.088033333,-5.469333333,0.0373,127.0406667,0.304333333,50,9,1,['romanian pop']
Edward Newton,0.995,0.399,0.00402,0.955,0.103,-37.809,0.0404,67.194,0.149,53,1,1,[]
Edward Plumb,0.637,0.483,0.294,2.92E-06,0.181,-12.241,0.0438,174.182,0.945,8,2,1,[]
Edward Ross,0.934,0.131,0.137,0.485,0.087,-20.553,0.0387,78.577,0.0465,62,2,1,[]
Edward Sharpe & The Magnetic Zeros,0.366833333,0.537166667,0.622,0.019714667,0.128883333,-6.789833333,0.043216667,99.83866667,0.398,57,2,1,"['indie folk', 'indie pop', 'la indie', 'modern rock', 'stomp and holler']"
Edward Vito,0.98,0.275,0.0527,0.959,0.131,-23.881,0.046,80.28,0.505,0,3,1,[]
Edwige,0.0217,0.836,0.906,0.708,0.164,-6.595,0.0471,121.987,0.52,38,11,0,[]
Edwin Birdsong,0.03107,0.857,0.6535,0.14645,0.1304,-9.728,0.08155,109.947,0.722,32.5,5,0,[]
Edwin Bruce,0.743,0.697,0.18,0,0.128,-14.903,0.0366,113.061,0.462,10,4,1,['traditional rockabilly']
Edwin Clay,0.772,0.6915,0.2985,0,0.0631,-14.18,0.266,123.8155,0.783,3.5,8,1,[]
Edwin Fischer,0.982555556,0.325444444,0.083555556,0.307546667,0.105811111,-20.23566667,0.045766667,86.75288889,0.096244444,4.111111111,10,1,['historic piano performance']
Edwin Luna y La Trakalosa de Monterrey,0.504630909,0.697090909,0.563,2.20E-06,0.118745455,-4.443454545,0.047927273,129.8644545,0.714454545,63.09090909,7,1,"['banda', 'grupera', 'regional mexican']"
Edwin McArthur,0.951,0.575,0.141,0.745,0.107,-18.074,0.0439,113.053,0.526,0,2,0,[]
Edwin McCain,0.435125,0.43525,0.57525,3.00E-06,0.12,-5.999,0.030575,137.964,0.40325,56.75,11,1,"['acoustic pop', 'neo mellow', 'pop rock']"
Edwin Schneider,0.994,0.4,0.155,4.33E-05,0.103,-13.976,0.0873,170.251,0.24,0,4,1,[]
Edwin Starr,0.251483333,0.672333333,0.640833333,0.044012117,0.211,-10.69566667,0.0974,110.9486667,0.845166667,43.5,1,1,"['classic soul', 'motown', 'northern soul', 'quiet storm', 'soul', 'southern soul']"
Edwyn Collins,0.0243,0.619,0.781,0.000286,0.402,-7.455,0.0393,126.267,0.533,64,5,0,"['britpop', 'scottish new wave']"
Edwynn,0.81875,0.5795,0.3485,0.00026,0.17,-14.66175,0.07535,118.10025,0.66925,22.75,8,1,[]
Edythe Wright,0.948285714,0.702285714,0.298571429,0.302157143,0.188914286,-12.556,0.078328571,105.8421429,0.837428571,3.571428571,5,1,[]
Eek-A-Mouse,0.192971429,0.837142857,0.413142857,0.005327043,0.112185714,-12.29014286,0.190957143,103.8271429,0.719571429,40.57142857,0,1,"['dub', 'reggae', 'roots reggae']"
Eels,0.31923475,0.560875,0.539125,0.343675,0.256525,-8.91175,0.0558,123.401875,0.4125,50,9,1,"['alternative rock', 'melancholia']"
Efraim Shamir,0.0087,0.444,0.554,2.77E-06,0.113,-10.946,0.0279,132.661,0.427,39,7,1,"['classic israeli pop', 'israeli rock']"
Efrem Kurtz,0.8938,0.27955,0.182655,0.56559,0.34037,-18.1155,0.03825,95.96435,0.17856,1.95,0,1,[]
Egbert Van Alstyne,0.967,0.2545,0.2615,2.04E-05,0.2355,-13.097,0.03195,75.081,0.2165,1,2,1,[]
Egg,0.000534,0.33,0.468,0.876,0.122,-13.954,0.0452,90.212,0.384,33,2,0,['indie pop']
Egg Hunt,0.0317,0.29,0.922,0.00696,0.0602,-6.058,0.0926,155.68,0.512,23,8,1,['post-hardcore']
Egil Johansen,0.732,0.592,0.332,0.66,0.717,-15.609,0.0606,95.07,0.621,38,5,1,[]
Egor Letov,0.818,0.458,0.4955,0,0.1975,-8.6495,0.11665,109.17,0.441,34.5,5,1,"['russian punk', 'russian rock']"
Egypt Central,0.000431623,0.480333333,0.924666667,0.1438106,0.2079,-4.790833333,0.07595,121.4698333,0.4525,49,1,0,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'rap rock']"
Ehab Tawfik,0.0602,0.789,0.753,0,0.164,-7.866,0.0554,136.024,0.923,52,5,0,"['arab pop', 'classic arab pop', 'egyptian pop']"
Ehukai,0.46,0.845,0.374,0,0.0833,-13.413,0.0653,115.036,0.961,41,5,1,"['hawaiian', 'jawaiian']"
Eiffel 65,0.248333333,0.824333333,0.967666667,0.000151667,0.415333333,-11.48,0.0587,128.0043333,0.753,66.33333333,7,0,"['bubblegum dance', 'eurodance', 'europop', 'italian pop', 'italo dance']"
Eile Monty,0.0275,0.535,0.672,0,0.327,-4.417,0.0699,110.048,0.521,61,3,0,[]
Eileen Barton,0.858,0.727,0.287,2.60E-06,0.057,-9.227,0.327,170.17,0.922,30,8,1,['deep adult standards']
Eileen Farrell,0.874,0.337735294,0.245832353,0.008521766,0.282485294,-14.83685294,0.053729412,98.25305882,0.294091176,0.823529412,0,1,['classical soprano']
Eileen Newton,0.947,0.112,0.262,3.62E-05,0.629,-11.672,0.0312,82.002,0.145,0,7,1,[]
Einar Steen-Nøkleberg,0.995,0.376,0.0192,0.874,0.0778,-35.626,0.0394,111.591,0.197,53,4,1,[]
Ekaterina Chtchelkanova,0.393,0.601,0.34,0,0.456,-12.092,0.363,125.309,0.654,57,1,1,['show tunes']
Ekin Cheng,0.77,0.448,0.355,0,0.298,-9.437,0.025,74.182,0.273,46,0,1,"['c-pop', 'cantopop', 'classic cantopop']"
Ekolu,0.533333333,0.696333333,0.588666667,1.92E-06,0.100266667,-7.531666667,0.0532,136.972,0.893666667,38,1,1,"['hawaiian', 'jawaiian', 'polynesian pop']"
Ekoostik Hookah,0.143,0.5605,0.7415,0.00714,0.2725,-9.358,0.03055,103.8505,0.7355,39.5,9,1,['jam band']
Ekseption,0.317,0.315,0.69,0.789,0.0557,-9.602,0.0327,84.629,0.407,38,8,1,"['dutch prog', 'hammond organ', 'nederpop', 'symphonic rock']"
El Alfa,0.16173,0.8362,0.7635,0.0206449,0.15558,-5.876,0.12697,119.5525,0.5949,74.5,1,1,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'tropical']"
El Apomeño De Sinaloa,0.1195,0.6625,0.5245,0,0.1665,-10.328,0.11915,125.7455,0.8015,33.5,10,1,['deep regional mexican']
El As De La Sierra,0.266275,0.655625,0.53675,0.001938056,0.17206875,-7.9486875,0.084175,134.5166875,0.936375,42.5625,10,1,"['banda', 'deep regional mexican', 'grupera', 'norteno', 'regional mexican']"
El Bebeto,0.437,0.695,0.7895,1.73E-05,0.0489,-3.8625,0.0618,160.917,0.9675,59.5,9,1,"['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']"
El Bebeto Y Su Banda Patria Chica,0.487,0.524,0.529,0,0.0878,-3.442,0.034,199.744,0.73,45,0,1,['banda']
El Canto Del Loco,0.213,0.727,0.628,0,0.12,-7.3,0.0269,118.007,0.686,42,1,0,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']"
El Cartel De Nuevo Leon,0.2154,0.828,0.7435,0.0001105,0.177,-6.488,0.03885,103.7945,0.7555,56.5,7,1,"['norteno', 'regional mexican', 'tejano']"
El Cata,0.109675,0.76125,0.80275,6.91E-06,0.20685,-4.798,0.06765,126.251,0.89825,58.5,4,0,"['latin', 'tropical']"
El Chacal,0.167,0.761,0.829,0,0.189,-3.203,0.0681,92.033,0.813,69,0,0,['cubaton']
El Chapo De Sinaloa,0.569142857,0.746857143,0.542428571,4.49E-05,0.159371429,-4.383714286,0.095542857,149.1998571,0.869857143,57.14285714,7,1,"['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
El Chaval,0.2647,0.788666667,0.469,0,0.085633333,-7.714666667,0.058666667,130.9676667,0.854,44.66666667,7,0,[]
El Chaval de la Bachata,0.148,0.878,0.875,0,0.145,-1.457,0.0453,130.027,0.902,65,11,0,[]
El Chicano,0.511714286,0.598142857,0.426571429,0.272643841,0.160828571,-13.27185714,0.031042857,109.0782857,0.672428571,35,0,1,"['classic soul', 'mexican classic rock']"
El Chombo,0.03035,0.9385,0.8275,0.020627,0.631,-9.652,0.203,109.211,0.9145,51,7,1,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']"
El Cocha Molina,0.492,0.607,0.414,0,0.103,-9.436,0.0546,157.467,0.962,39,3,1,[]
El Combo De Las Estrellas,0.0892,0.761333333,0.619,0.000171533,0.065233333,-7.205333333,0.045633333,112.7126667,0.810333333,39,4,0,"['classic colombian pop', 'cumbia']"
El Compa Chuy,0.555,0.783,0.534,0,0.211,-6.048,0.0706,119.796,0.973,46,10,1,"['banda', 'deep regional mexican', 'grupera', 'norteno', 'regional mexican']"
"El Compa Sacra, El Ultimo Razo",0.545,0.782,0.598,0,0.0969,-6.08,0.0575,105.541,0.953,46,7,1,"['banda', 'norteno', 'regional mexican']"
El Coyote Y Su Banda Tierra Santa,0.549875,0.63225,0.540583333,4.30E-05,0.133516667,-6.684041667,0.0439625,137.895,0.965291667,45.66666667,3,1,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican', 'regional mexican pop']"
El DeBarge,0.3323,0.632,0.497714286,0.000809243,0.115985714,-12.043,0.078014286,105.8058571,0.546285714,39.71428571,4,0,"['new jack swing', 'quiet storm', 'urban contemporary']"
El Dipy,0.0648,0.903,0.521,0,0.106,-4.372,0.141,139.438,0.891,62,11,0,"['cumbia pop', 'cumbia villera']"
El Fantasma,0.483941176,0.767,0.480058824,0.000260752,0.158423529,-4.911117647,0.077164706,106.6239412,0.836470588,67,0,1,['regional mexican pop']
El General,0.106777143,0.845214286,0.737642857,0.001850793,0.121014286,-8.074,0.10895,119.5725,0.749857143,49,11,1,['panamanian pop']
El Gran Combo De Puerto Rico,0.5822,0.690533333,0.672755556,0.014384383,0.146491111,-6.306088889,0.045151111,105.8829111,0.914511111,40.44444444,0,0,"['boogaloo', 'latin jazz', 'salsa', 'salsa puertorriquena', 'tropical']"
El Gran Silencio,0.074842857,0.681714286,0.862714286,0.00012271,0.248542857,-6.215142857,0.078942857,113.6834286,0.749428571,54.57142857,9,1,"['latin alternative', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
El Guincho,0.39,0.882,0.689,0.00325,0.0501,-4.027,0.124,97.963,0.746,81,6,1,['musica canaria']
El Güero y Su Banda Centenario,0.2586,0.6604,0.665,1.10E-06,0.16,-5.6378,0.0343,160.588,0.821,44.4,9,0,"['banda', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
El Halcon De La Sierra,0.34,0.709428571,0.615,3.14E-05,0.084042857,-6.485142857,0.106585714,132.7531429,0.882571429,45.14285714,8,1,"['banda', 'deep regional mexican', 'norteno', 'regional mexican']"
El Haragán y Compañía,0.04102075,0.477333333,0.790666667,0.012871697,0.151291667,-8.91425,0.057975,126.6909167,0.569166667,49.08333333,9,1,"['rock en espanol', 'rock urbano mexicano']"
El Komander,0.47475,0.774375,0.669875,3.23E-05,0.1176625,-5.487,0.0735125,114.482,0.928125,55.375,8,1,"['banda', 'grupera', 'norteno', 'regional mexican']"
El Lobito de Sinaloa,0.668,0.673,0.27,4.02E-06,0.267,-12.706,0.0479,119.151,0.964,40,2,1,['deep regional mexican']
El Mariachi De América De Jesús Rodriguez De Hijar,0.51275,0.70675,0.40925,5.16E-06,0.177025,-10.54175,0.035575,106.385,0.7395,45,5,1,['mariachi']
El Michels Affair,0.2777,0.588,0.587,0.799,0.12255,-6.944,0.03335,98.4815,0.09425,54,11,1,"['afrobeat', 'electronica', 'funk', 'indie jazz', 'indie soul', 'instrumental soul', 'soul']"
El Millonario,0.00398,0.733,0.885,0,0.364,-4.071,0.138,90.001,0.597,49,1,1,[]
El Monarca De Sinaloa,0.563,0.466,0.762,2.22E-06,0.0634,-5.484,0.0865,198.947,0.969,33,0,1,['deep regional mexican']
El Movimiento Alterado,0.249,0.817,0.851,0,0.323,-4.729,0.0739,125.98,0.915,50,10,1,['deep regional mexican']
El Negro,0.882,0.638,0.675,0.693,0.0448,-7.887,0.0592,99.992,0.715,7,6,1,[]
El Noble,0.283,0.874,0.64,2.00E-06,0.137,-4.083,0.306,80.991,0.687,48,10,0,[]
El Palomo Y El Gorrion,0.632442857,0.724285714,0.495285714,0.000185536,0.151435714,-7.832857143,0.069357143,142.943,0.929,24.78571429,11,1,['mexican traditional']
El Pelón del Mikrophone,0.00694,0.834,0.775,2.42E-05,0.476,-6.144,0.18,133.979,0.767,48,0,0,"['banda', 'trival']"
El Pili,0.9195,0.453,0.3215,0.8965,0.2645,-12.1235,0.04715,134.71,0.645,0,5,1,[]
El Piporro,0.613033333,0.612666667,0.434055556,6.45E-05,0.226261111,-7.461222222,0.132055556,143.3078889,0.7945,41.16666667,5,1,"['mariachi', 'ranchera']"
El Poder Del Norte,0.356,0.660166667,0.5985,3.97E-07,0.157366667,-8.426333333,0.121316667,112.054,0.850166667,47.08333333,9,1,"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
El Potro De Sinaloa,0.5506,0.8554,0.4916,0.0005942,0.09912,-5.1058,0.06644,105.7568,0.9304,49.6,11,1,"['banda', 'corrido', 'deep regional mexican', 'duranguense', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']"
El Profesor,0.218,0.842,0.488,0.00718,0.0877,-7.856,0.0844,126.02,0.647,60,11,0,['house']
El Roockie,0.195,0.78,0.845,0,0.284,-4.748,0.0724,95.981,0.694,61,10,1,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']"
El Sentir De La Bachata,0.417,0.899,0.579,1.50E-06,0.099,-4.003,0.0904,130.058,0.965,39,7,1,[]
El Simbolo,0.131,0.751,0.961,0.757,0.0323,-6.537,0.0399,131.023,0.937,54,1,1,[]
El Ten Eleven,0.0654,0.587,0.6125,0.836,0.112,-10.521,0.0369,131.3325,0.4025,49,2,1,"['american post-rock', 'instrumental post-rock', 'post-rock']"
El Tiempo,0.28,0.607666667,0.819333333,6.33E-05,0.148333333,-4.214333333,0.041433333,143.695,0.928,46.33333333,7,1,['grupera']
El Tigrillo Palma,0.553230769,0.663076923,0.633769231,7.25E-06,0.444076923,-6.255153846,0.048476923,127.0075385,0.951538462,50.15384615,5,1,"['banda', 'grupera', 'norteno', 'regional mexican']"
El Tri,0.1305225,0.41625,0.806375,0.000642438,0.298875,-6.813,0.0712875,134.807,0.530125,46.625,7,1,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'rock urbano mexicano']"
El Trono de Mexico,0.3659,0.6647,0.6148,0.000253959,0.1985,-4.8931,0.03539,138.2891,0.8848,48.7,8,1,"['banda', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
El Viejo Paulino Y Su Gente,0.523,0.819,0.615,1.48E-06,0.0794,-8.834,0.092,100.364,0.963,45,7,1,['norteno']
El de La Guitarra,0.27825,0.7435,0.493,0.00496,0.3465,-10.276,0.03845,122.512,0.925,69,7,0,"['corridos tumbados', 'regional mexican pop']"
El-P,0.0193,0.523,0.932,1.56E-05,0.1,-4.995,0.287,113.721,0.626,44,5,1,"['rock-and-roll', 'rockabilly']"
Eladio Carrion,0.446,0.832,0.59,1.43E-06,0.123,-7.168,0.272,146.939,0.596,69,8,0,"['reggaeton flow', 'trap argentino', 'trap latino']"
Elaine Caswell,0.0973,0.635,0.808,0,0.141,-5.026,0.0262,131.377,0.726,51,9,1,[]
Elaine Lynn,0.806,0.574,0.254,0,0.175,-11.957,0.0863,141.503,0.561,1,5,1,[]
Elaine Paige,0.810444444,0.263666667,0.138562222,0.023128889,0.146711111,-17.1,0.034144444,105.7657778,0.1,42.66666667,10,1,['operatic pop']
Elaine Stritch,0.83875,0.43125,0.17995,7.10E-07,0.112775,-15.751,0.102725,130.016,0.4065,15.25,8,1,['broadway']
Elaine Swann,0.599,0.581,0.273,0,0.619,-15.327,0.269,145.918,0.966,30,7,1,[]
Elastica,0.013993667,0.439666667,0.882,0.59,0.1157,-4.299333333,0.065433333,143.9343333,0.581666667,40.66666667,3,1,"['alternative pop', 'alternative rock', 'britpop', 'candy pop']"
Elayna Boynton,0.579,0.773,0.389,7.87E-06,0.124,-8.444,0.0337,111.975,0.338,48,1,0,[]
Elbow,0.255,0.478,0.715,1.48E-06,0.3535,-5.5855,0.02785,125.672,0.5055,44.5,2,1,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'neo mellow', 'rock']"
Elder Island,0.173,0.919,0.44,0.00392,0.0681,-11.588,0.0689,114.972,0.369,63,1,1,"['electronica', 'indie soul', 'indietronica', 'vapor soul']"
Elderbrook,0.308,0.77,0.482,0.0802,0.0927,-9.796,0.0903,120.006,0.189,72,0,0,"['house', 'new french touch', 'tropical house']"
Eldridge Holmes,0.0825,0.508,0.832,2.59E-05,0.238,-8.31,0.036,107.168,0.858,24,10,1,['new orleans funk']
Eleanor Arroway,0.9385,0.203,0.10725,0.916,0.0992,-26.944,0.034,70.3085,0.0579,61.5,0,1,['background music']
Eleanor Steber,0.976,0.228,0.159,0.0954,0.122,-17.523,0.0406,73.02,0.0504,6,9,1,['classical soprano']
Electrasy,0.000134,0.482,0.93,0.00571,0.2,-5.209,0.0487,127.888,0.344,38,1,1,['grunge pop']
